id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
44,13144,35,JAWA TIMUR,3571,KOTA KEDIRI,2025,PERSENTASE USAHA MENENGAH,0.02,UNIT USAHA,2025
44,13244,35,JAWA TIMUR,3571,KOTA KEDIRI,2025,PERSENTASE USAHA MIKRO,99.92,UNIT USAHA,2025
45,13345,35,JAWA TIMUR,3573,KOTA MALANG,2025,PERSENTASE USAHA KECIL,0.03,UNIT USAHA,2025
45,13445,35,JAWA TIMUR,3573,KOTA MALANG,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
45,13545,35,JAWA TIMUR,3573,KOTA MALANG,2025,PERSENTASE USAHA MIKRO,99.96,UNIT USAHA,2025
46,13646,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2025,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2025
46,13746,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2025,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2025
46,13846,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2025,PERSENTASE USAHA MIKRO,99.96,UNIT USAHA,2025
47,13947,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2025,PERSENTASE USAHA KECIL,0.03,UNIT USAHA,2025
47,14047,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
47,14147,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2025,PERSENTASE USAHA MIKRO,99.96,UNIT USAHA,2025
48,14248,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2025,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2025
48,14348,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
48,14448,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2025,PERSENTASE USAHA MIKRO,99.96,UNIT USAHA,2025
49,14549,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2025,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2025
49,14649,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2025,PERSENTASE USAHA MENENGAH,0.02,UNIT USAHA,2025
49,14749,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2025,PERSENTASE USAHA MIKRO,99.97,UNIT USAHA,2025
50,14850,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2025,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2025
50,14950,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
50,15050,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2025,PERSENTASE USAHA MIKRO,99.95,UNIT USAHA,2025
51,15151,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2025,PERSENTASE USAHA KECIL,0.08,UNIT USAHA,2025
51,15251,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2025,PERSENTASE USAHA MENENGAH,0.03,UNIT USAHA,2025
51,15351,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2025,PERSENTASE USAHA MIKRO,99.89,UNIT USAHA,2025
52,15452,35,JAWA TIMUR,3575,KOTA PASURUAN,2025,PERSENTASE USAHA KECIL,0.01,UNIT USAHA,2025
52,15552,35,JAWA TIMUR,3575,KOTA PASURUAN,2025,PERSENTASE USAHA MENENGAH,0.0,UNIT USAHA,2025
52,15652,35,JAWA TIMUR,3575,KOTA PASURUAN,2025,PERSENTASE USAHA MIKRO,99.99,UNIT USAHA,2025
53,15753,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2025,PERSENTASE USAHA KECIL,0.07,UNIT USAHA,2025
53,15853,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
53,15953,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2025,PERSENTASE USAHA MIKRO,99.92,UNIT USAHA,2025
54,16054,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2025,PERSENTASE USAHA KECIL,0.05,UNIT USAHA,2025
54,16154,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
54,16254,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2025,PERSENTASE USAHA MIKRO,99.94,UNIT USAHA,2025
55,16355,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2025,PERSENTASE USAHA KECIL,0.04,UNIT USAHA,2025
55,16455,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
55,16555,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2025,PERSENTASE USAHA MIKRO,99.95,UNIT USAHA,2025
56,16656,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2025,PERSENTASE USAHA KECIL,0.07,UNIT USAHA,2025
56,16756,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
56,16856,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2025,PERSENTASE USAHA MIKRO,99.92,UNIT USAHA,2025
57,16957,35,JAWA TIMUR,3577,KOTA MADIUN,2025,PERSENTASE USAHA KECIL,0.19,UNIT USAHA,2025
57,17057,35,JAWA TIMUR,3577,KOTA MADIUN,2025,PERSENTASE USAHA MENENGAH,0.11,UNIT USAHA,2025
57,17157,35,JAWA TIMUR,3577,KOTA MADIUN,2025,PERSENTASE USAHA MIKRO,99.8,UNIT USAHA,2025
58,17258,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2025,PERSENTASE USAHA KECIL,0.02,UNIT USAHA,2025
58,17358,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2025,PERSENTASE USAHA MENENGAH,0.01,UNIT USAHA,2025
