id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,modal_usaha__triliun_rp_,periode_update,satuan,tahun
61,6161,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,"0,01",2023-Q2,TRILIUN RUPIAH,2023
62,6262,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,"0,42",2023-Q2,TRILIUN RUPIAH,2023
63,6363,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,"0,04",2023-Q2,TRILIUN RUPIAH,2023
64,6464,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,"0,09",2023-Q2,TRILIUN RUPIAH,2023
65,6565,35,JAWA TIMUR,3503,KABUPATEN TRENGGALEK,"0,03",2023-Q2,TRILIUN RUPIAH,2023
66,6666,35,JAWA TIMUR,3523,KABUPATEN TUBAN,"0,07",2023-Q2,TRILIUN RUPIAH,2023
67,6767,35,JAWA TIMUR,3504,KABUPATEN TULUNGAGUNG,"0,04",2023-Q2,TRILIUN RUPIAH,2023
68,6868,35,JAWA TIMUR,3579,KOTA BATU,"0,03",2023-Q2,TRILIUN RUPIAH,2023
69,6969,35,JAWA TIMUR,3572,KOTA BLITAR,"0,03",2023-Q2,TRILIUN RUPIAH,2023
70,7070,35,JAWA TIMUR,3571,KOTA KEDIRI,"0,03",2023-Q2,TRILIUN RUPIAH,2023
71,7171,35,JAWA TIMUR,3577,KOTA MADIUN,"0,03",2023-Q2,TRILIUN RUPIAH,2023
72,7272,35,JAWA TIMUR,3573,KOTA MALANG,"0,16",2023-Q2,TRILIUN RUPIAH,2023
73,7373,35,JAWA TIMUR,3576,KOTA MOJOKERTO,"0,01",2023-Q2,TRILIUN RUPIAH,2023
74,7474,35,JAWA TIMUR,3575,KOTA PASURUAN,"0,04",2023-Q2,TRILIUN RUPIAH,2023
75,7575,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,"0,03",2023-Q2,TRILIUN RUPIAH,2023
76,7676,35,JAWA TIMUR,3578,KOTA SURABAYA,"0,68",2023-Q2,TRILIUN RUPIAH,2023
77,7777,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,"0,03",2023-Q3,TRILIUN RUPIAH,2023
78,7878,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,"0,06",2023-Q3,TRILIUN RUPIAH,2023
79,7979,35,JAWA TIMUR,3505,KABUPATEN BLITAR,"0,03",2023-Q3,TRILIUN RUPIAH,2023
80,8080,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,"0,06",2023-Q3,TRILIUN RUPIAH,2023
81,8181,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,"0,02",2023-Q3,TRILIUN RUPIAH,2023
82,8282,35,JAWA TIMUR,3525,KABUPATEN GRESIK,"0,13",2023-Q3,TRILIUN RUPIAH,2023
83,8383,35,JAWA TIMUR,3509,KABUPATEN JEMBER,"0,10",2023-Q3,TRILIUN RUPIAH,2023
84,8484,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,"0,03",2023-Q3,TRILIUN RUPIAH,2023
85,8585,35,JAWA TIMUR,3506,KABUPATEN KEDIRI,"0,03",2023-Q3,TRILIUN RUPIAH,2023
86,8686,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,"0,02",2023-Q3,TRILIUN RUPIAH,2023
87,8787,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,"0,03",2023-Q3,TRILIUN RUPIAH,2023
88,8888,35,JAWA TIMUR,3519,KABUPATEN MADIUN,"0,02",2023-Q3,TRILIUN RUPIAH,2023
89,8989,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,"0,04",2023-Q3,TRILIUN RUPIAH,2023
