id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
35,7035,35,JAWA TIMUR,3576,KOTA MOJOKERTO,2023,JUMLAH UNIT,19.0,UNIT,2023
36,7136,35,JAWA TIMUR,3575,KOTA PASURUAN,2023,JUMLAH KURSI,1183.0,UNIT,2023
36,7236,35,JAWA TIMUR,3575,KOTA PASURUAN,2023,JUMLAH UNIT,47.0,UNIT,2023
37,7337,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2023,JUMLAH KURSI,3.649,UNIT,2023
37,7437,35,JAWA TIMUR,3574,KOTA PROBOLINGGO,2023,JUMLAH UNIT,118.0,UNIT,2023
38,7538,35,JAWA TIMUR,3578,KOTA SURABAYA,2023,JUMLAH KURSI,0.0,UNIT,2023
38,7638,35,JAWA TIMUR,3578,KOTA SURABAYA,2023,JUMLAH UNIT,1.461,UNIT,2023
39,7739,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2024,JUMLAH KURSI,1030.0,UNIT,2024
39,7839,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2024,JUMLAH UNIT,43.0,UNIT,2024
40,7940,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2024,JUMLAH KURSI,3389.0,UNIT,2024
40,8040,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2024,JUMLAH UNIT,106.0,UNIT,2024
41,8141,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2024,JUMLAH KURSI,3753.0,UNIT,2024
41,8241,35,JAWA TIMUR,3505,KABUPATEN BLITAR,2024,JUMLAH UNIT,66.0,UNIT,2024
42,8342,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2024,JUMLAH KURSI,1967.0,UNIT,2024
42,8442,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2024,JUMLAH UNIT,30.0,UNIT,2024
43,8543,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2024,JUMLAH KURSI,1819.0,UNIT,2024
43,8643,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2024,JUMLAH UNIT,45.0,UNIT,2024
