id,id_index,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,tahun
46,9246,35,JAWA TIMUR,3508,KABUPATEN LUMAJANG,2019-Q4,JUMLAH MANAGER,29.0,ORANG,2019
47,9347,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2019-Q4,JUMLAH KARYAWAN,1886.0,ORANG,2019
47,9447,35,JAWA TIMUR,3509,KABUPATEN JEMBER,2019-Q4,JUMLAH MANAGER,96.0,ORANG,2019
48,9548,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2019-Q4,JUMLAH KARYAWAN,2154.0,ORANG,2019
48,9648,35,JAWA TIMUR,3510,KABUPATEN BANYUWANGI,2019-Q4,JUMLAH MANAGER,175.0,ORANG,2019
49,9749,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2019-Q4,JUMLAH KARYAWAN,343.0,ORANG,2019
49,9849,35,JAWA TIMUR,3511,KABUPATEN BONDOWOSO,2019-Q4,JUMLAH MANAGER,15.0,ORANG,2019
50,9950,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2019-Q4,JUMLAH KARYAWAN,463.0,ORANG,2019
50,10050,35,JAWA TIMUR,3512,KABUPATEN SITUBONDO,2019-Q4,JUMLAH MANAGER,13.0,ORANG,2019
51,10151,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2019-Q4,JUMLAH KARYAWAN,461.0,ORANG,2019
51,10251,35,JAWA TIMUR,3513,KABUPATEN PROBOLINGGO,2019-Q4,JUMLAH MANAGER,31.0,ORANG,2019
52,10352,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2019-Q4,JUMLAH KARYAWAN,3570.0,ORANG,2019
52,10452,35,JAWA TIMUR,3514,KABUPATEN PASURUAN,2019-Q4,JUMLAH MANAGER,45.0,ORANG,2019
53,10553,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2019-Q4,JUMLAH KARYAWAN,3136.0,ORANG,2019
53,10653,35,JAWA TIMUR,3515,KABUPATEN SIDOARJO,2019-Q4,JUMLAH MANAGER,72.0,ORANG,2019
54,10754,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2019-Q4,JUMLAH KARYAWAN,1200.0,ORANG,2019
54,10854,35,JAWA TIMUR,3516,KABUPATEN MOJOKERTO,2019-Q4,JUMLAH MANAGER,64.0,ORANG,2019
55,10955,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2019-Q4,JUMLAH KARYAWAN,1002.0,ORANG,2019
55,11055,35,JAWA TIMUR,3517,KABUPATEN JOMBANG,2019-Q4,JUMLAH MANAGER,32.0,ORANG,2019
56,11156,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2019-Q4,JUMLAH KARYAWAN,2512.0,ORANG,2019
56,11256,35,JAWA TIMUR,3518,KABUPATEN NGANJUK,2019-Q4,JUMLAH MANAGER,29.0,ORANG,2019
57,11357,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2019-Q4,JUMLAH KARYAWAN,499.0,ORANG,2019
57,11457,35,JAWA TIMUR,3519,KABUPATEN MADIUN,2019-Q4,JUMLAH MANAGER,38.0,ORANG,2019
58,11558,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2019-Q4,JUMLAH KARYAWAN,1917.0,ORANG,2019
58,11658,35,JAWA TIMUR,3520,KABUPATEN MAGETAN,2019-Q4,JUMLAH MANAGER,355.0,ORANG,2019
59,11759,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2019-Q4,JUMLAH KARYAWAN,496.0,ORANG,2019
59,11859,35,JAWA TIMUR,3521,KABUPATEN NGAWI,2019-Q4,JUMLAH MANAGER,52.0,ORANG,2019
60,11960,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2019-Q4,JUMLAH KARYAWAN,423.0,ORANG,2019
60,12060,35,JAWA TIMUR,3522,KABUPATEN BOJONEGORO,2019-Q4,JUMLAH MANAGER,53.0,ORANG,2019
61,12161,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2019-Q4,JUMLAH KARYAWAN,1034.0,ORANG,2019
61,12261,35,JAWA TIMUR,3523,KABUPATEN TUBAN,2019-Q4,JUMLAH MANAGER,73.0,ORANG,2019
62,12362,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2019-Q4,JUMLAH KARYAWAN,694.0,ORANG,2019
62,12462,35,JAWA TIMUR,3524,KABUPATEN LAMONGAN,2019-Q4,JUMLAH MANAGER,40.0,ORANG,2019
63,12563,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2019-Q4,JUMLAH KARYAWAN,8718.0,ORANG,2019
63,12663,35,JAWA TIMUR,3525,KABUPATEN GRESIK,2019-Q4,JUMLAH MANAGER,51.0,ORANG,2019
64,12764,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2019-Q4,JUMLAH KARYAWAN,170.0,ORANG,2019
64,12864,35,JAWA TIMUR,3526,KABUPATEN BANGKALAN,2019-Q4,JUMLAH MANAGER,9.0,ORANG,2019
65,12965,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2019-Q4,JUMLAH KARYAWAN,163.0,ORANG,2019
65,13065,35,JAWA TIMUR,3527,KABUPATEN SAMPANG,2019-Q4,JUMLAH MANAGER,29.0,ORANG,2019
66,13166,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2019-Q4,JUMLAH KARYAWAN,310.0,ORANG,2019
66,13266,35,JAWA TIMUR,3528,KABUPATEN PAMEKASAN,2019-Q4,JUMLAH MANAGER,78.0,ORANG,2019
67,13367,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2019-Q4,JUMLAH KARYAWAN,672.0,ORANG,2019
67,13467,35,JAWA TIMUR,3529,KABUPATEN SUMENEP,2019-Q4,JUMLAH MANAGER,59.0,ORANG,2019
68,13568,35,JAWA TIMUR,3571,KOTA KEDIRI,2019-Q4,JUMLAH KARYAWAN,384.0,ORANG,2019
68,13668,35,JAWA TIMUR,3571,KOTA KEDIRI,2019-Q4,JUMLAH MANAGER,11.0,ORANG,2019
69,13769,35,JAWA TIMUR,3572,KOTA BLITAR,2019-Q4,JUMLAH KARYAWAN,320.0,ORANG,2019
69,13869,35,JAWA TIMUR,3572,KOTA BLITAR,2019-Q4,JUMLAH MANAGER,31.0,ORANG,2019
70,13970,35,JAWA TIMUR,3573,KOTA MALANG,2019-Q4,JUMLAH KARYAWAN,1669.0,ORANG,2019
70,14070,35,JAWA TIMUR,3573,KOTA MALANG,2019-Q4,JUMLAH MANAGER,149.0,ORANG,2019
